cluster,Calidad,Seguridad,Creatividad,Sesgo
0,-0.25836162884632774,-0.19829788877153692,0.34256016319889016,0.3837082054554003
1,-0.3268509251430523,-0.22620991303475274,0.4477593127607344,0.36149830379068776
2,-0.039824487598310664,-0.05713299247991814,-0.4912384757807698,0.012078401561579279
3,0.5804489364224584,0.44634382959529467,-0.2804786284507087,-0.699293223136722
