cluster,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
0,0.7627212261374624,0.2143623937535388,0.17465361500858878,-0.6736264563694085,0.24145196921332224,-0.43604874644058206,-0.9192085780661063,0.14673542040096044,-0.002341634322992738,0.031497303628397345
1,0.42536118259394534,0.4610339926646818,0.04380175170966637,0.7499780842321745,0.07376279191504671,0.4553038595282861,0.5838640907135212,0.39107088495308256,-0.4036853407387212,0.046741409710850224
2,-0.9370042791451424,0.570396951067111,-0.23306232551799164,0.12159989076999236,-0.7642772200193617,-0.10568241978652865,0.02356633241427157,-0.5390458257052482,0.03740611635064276,-0.1557769947376647
3,-0.21939826910641452,-1.1610795610302556,0.01844235297707413,-0.2367327074378929,0.42149884604255083,0.04626854370386163,0.23152800480034186,-0.008074234564060059,0.3559454620693195,0.07111108634636844
